"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3020000","3020000-104-1970-02756","1970-01-31","","03","폐업","02","폐업","2000-07-11","","","","","202.57","140-821","서울특별시 용산구 동자동 43-50번지 198 ","","","떼제베","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197482.097199597    ","450211.855107496    ","다방","0","1","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","202.57","","",""
"3020000","3020000-104-1970-02797","1970-01-29","","03","폐업","02","폐업","1999-11-23","","","","","80.47","140-821","서울특별시 용산구 동자동 43-60번지 ","","","에프엠커프숍","1999-11-23 00:00:00","I","2018-08-31 23:59:59.0","다방","197473.590014679    ","450036.717225942    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","80.47","","",""
"3020000","3020000-104-1970-02808","1970-01-06","","03","폐업","02","폐업","1991-04-04","","","","02 7934000","177.82","140-871","서울특별시 용산구 한강로2가 315-1번지 ","","","용","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","177.82","","",""
"3020000","3020000-104-1970-02835","1970-04-04","","03","폐업","02","폐업","1991-10-15","","","","02 7954027","99.05","140-876","서울특별시 용산구 한강로2가 361-1번지 ","","","돌","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","99.05","","",""
"3020000","3020000-104-1970-02848","1970-12-30","","01","영업/정상","01","영업","","","","","02 7134078","107.00","140-909","서울특별시 용산구 이촌동 205-7번지 ","서울특별시 용산구 이촌로18길 6 (이촌동)","04374","물망초","2017-02-02 11:45:10","I","2018-08-31 23:59:59.0","다방","195980.965333333    ","447123.134333333    ","다방","0","3","아파트지역","지도","상수도전용","","","","","","","","","N","107","","",""
"3020000","3020000-104-1970-02851","1970-10-20","","03","폐업","02","폐업","2001-02-05","","","","0207962784","146.85","140-900","서울특별시 용산구 후암동 105-3번지 ","","","삼광","2004-02-11 00:00:00","I","2018-08-31 23:59:59.0","과자점","197909.53471934     ","449753.225997761    ","과자점","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","146.85","","",""
"3020000","3020000-104-1970-02858","1970-08-17","","03","폐업","02","폐업","1997-08-05","","","","02 7943125","88.76","140-876","서울특별시 용산구 한강로2가 402-4번지 ","","","역전","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","88.76","","",""
"3020000","3020000-104-1970-02871","1970-11-06","","03","폐업","02","폐업","1994-11-29","","","","0207125257","43.40","140-849","서울특별시 용산구 원효로3가 288-1번지 ","","","희정","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196124.732583105    ","447915.557351959    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","43.4","","",""
"3020000","3020000-104-1970-02896","1970-04-24","","03","폐업","02","폐업","2001-01-05","","","","0207932289","75.80","140-823","서울특별시 용산구 보광동 81-1번지 ","","","보광","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","200006.720458201    ","447080.334260853    ","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","75.8","","",""
"3020000","3020000-104-1971-02672","1971-01-19","","03","폐업","02","폐업","1995-05-23","","","","02 7125006","100.00","140-848","서울특별시 용산구 원효로3가 124-1번지 ","","","행복자","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196172.513489289    ","447960.950128863    ","다방","0","4","기타","지도","상수도전용","","","","","","","","","N","100","","",""
"3020000","3020000-104-1971-02747","1971-12-24","","03","폐업","02","폐업","2000-07-10","","","","0207933033","128.10","140-011","서울특별시 용산구 한강로1가 18-1번지 ","","","신생","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197699.906812014    ","448185.635566081    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","128.1","","",""
"3020000","3020000-104-1971-02803","1971-03-17","","03","폐업","02","폐업","1989-01-11","","","","0207937237","49.50","140-823","서울특별시 용산구 보광동 231-43번지 ","","","연궁","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199836.893341594    ","447317.826067821    ","다방","0","1","기타","지도","상수도전용","","","","","","","","","N","49.5","","",""
"3020000","3020000-104-1971-02824","1971-12-30","","03","폐업","02","폐업","2011-11-23","","","","0207545460","33.99","140-901","서울특별시 용산구 후암동 244-86번지 ","","","제일","2004-09-13 00:00:00","I","2018-08-31 23:59:59.0","다방","197971.521923251    ","449728.611418133    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","33.99","","",""
"3020000","3020000-104-1971-02829","1971-02-19","","03","폐업","02","폐업","1989-02-02","","","","0200000000","40.68","140-871","서울특별시 용산구 한강로2가 177-1번지 ","","","서울","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","40.68","","",""
"3020000","3020000-104-1971-02853","1971-08-16","","03","폐업","02","폐업","1989-04-10","","","","0207035272","105.00","140-011","서울특별시 용산구 한강로1가 231-23번지 ","","","원","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197570.006193384    ","447953.578982142    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","105","","",""
"3020000","3020000-104-1971-02867","1971-06-10","","03","폐업","02","폐업","1991-07-04","","","","02 7152002","89.27","140-847","서울특별시 용산구 원효로2가 91-7번지 ","","","사랑방","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196433.108501194    ","448112.371132844    ","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","89.27","","",""
"3020000","3020000-104-1971-02869","1971-04-03","","03","폐업","02","폐업","2001-02-09","","","","0207939650","77.10","140-871","서울특별시 용산구 한강로2가 315-4번지 ","","","복","2004-02-11 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","77.1","","",""
"3020000","3020000-104-1971-02870","1971-06-05","","03","폐업","02","폐업","1994-02-21","","","","0207545661","144.05","140-875","서울특별시 용산구 한강로2가 220-1번지 ","","","남일","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","144.05","","",""
"3020000","3020000-104-1971-02877","1971-03-12","","03","폐업","02","폐업","1997-10-28","","","","02 7125524","92.67","140-847","서울특별시 용산구 원효로2가 90-1번지 ","","","아망떼","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196506.975091736    ","448157.36945739     ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","92.67","","",""
"3020000","3020000-104-1971-02905","1971-05-11","","03","폐업","02","폐업","1991-07-22","","","","02 7126105","70.47","140-828","서울특별시 용산구 서계동 223-65번지 ","","","백마","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197014.421519989    ","450230.900231927    ","다방","0","4","주택가주변","지도","상수도전용","","","","","","","","","N","70.47","","",""
"3020000","3020000-104-1971-02917","1971-03-26","","03","폐업","02","폐업","1989-11-06","","","","0207545661","111.60","140-800","서울특별시 용산구 갈월동 2-5번지 ","","","카누","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197484.456801451    ","449711.539621321    ","다방","0","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","111.6","","",""
"3020000","3020000-104-1971-03014","1971-06-10","","03","폐업","02","폐업","2004-08-17","","","","02 3197883","45.99","140-900","서울특별시 용산구 후암동 105-3번지 ","","","이상용베이커리","2002-03-07 00:00:00","I","2018-08-31 23:59:59.0","과자점","197909.53471934     ","449753.225997761    ","과자점","2","1","주택가주변","지도","상수도전용","","","","","","","","","N","45.99","","",""
"3020000","3020000-104-1972-02700","1972-02-02","","03","폐업","02","폐업","2000-06-30","","","","","69.05","140-160","서울특별시 용산구 남영동 61-2번지 ","","","로비","2000-06-30 00:00:00","I","2018-08-31 23:59:59.0","다방","197540.013221783    ","449025.699385646    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","69.05","","",""
"3020000","3020000-104-1972-02785","1972-02-03","","03","폐업","02","폐업","1996-04-18","","","","02 7978271","48.14","140-011","서울특별시 용산구 한강로1가 257-11번지 ","","","상류시대","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197562.68732227     ","448159.587757241    ","다방","0","2","학교정화(상대)","지도","상수도전용","","","","","","","","","N","48.14","","",""
"3020000","3020000-104-1972-02798","1972-11-29","","03","폐업","02","폐업","1999-05-04","","","","","72.19","140-821","서울특별시 용산구 동자동 43-53번지 ","","","양지","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197487.163507409    ","450153.122732911    ","다방","2","1","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","72.19","","",""
"3020000","3020000-104-1972-02841","1972-09-01","","03","폐업","02","폐업","2000-04-03","","","","","44.25","140-830","서울특별시 용산구 서계동 267-6번지 ","","","육교다방","2000-04-03 00:00:00","I","2018-08-31 23:59:59.0","다방","196633.073581701    ","449914.844200704    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","44.25","","",""
"3020000","3020000-104-1972-03126","1972-12-02","","03","폐업","02","폐업","1991-04-10","","","","0207939334","149.39","140-865","서울특별시 용산구 이태원동 130-34번지 ","","","케이브크럽","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","199399.509258448    ","447940.397728703    ","과자점","1","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","149.39","","",""
"3020000","3020000-104-1973-02795","1973-09-18","","03","폐업","02","폐업","1989-08-18","","","","0207957365","66.60","140-833","서울특별시 용산구 용산동2가 5-560번지 ","","","길목","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","66.6","","",""
"3020000","3020000-104-1973-02818","1973-04-16","","03","폐업","02","폐업","1995-02-13","","","","0207959933","156.53","140-780","서울특별시 용산구 한강로3가 40-141번지 ","","","광산","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196734.132737912    ","447085.288934583    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","156.53","","",""
"3020000","3020000-104-1973-02866","1973-06-14","","03","폐업","02","폐업","2002-04-12","","","","0207949095","78.59","140-880","서울특별시 용산구 한강로3가 40-592번지 ","","","굳뉴스","2001-11-03 00:00:00","I","2018-08-31 23:59:59.0","다방","196785.287686892    ","447075.536363298    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","78.59","","",""
"3020000","3020000-104-1973-02880","1973-08-30","","03","폐업","02","폐업","2011-11-16","","","","0207944344","48.87","140-871","서울특별시 용산구 한강로2가 347-2번지 ","","","역마차다방","2004-09-13 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","기타","지도","상수도전용","","","","","","","","","N","48.87","","",""
