영업상태코드,영업상태명,지번주소,도로명주소,사업장명,전화번호,업태구분명,위생업태명,거리_km
1,영업/정상,서울특별시 용산구 서빙고동 293 그린파크아파트 ,"서울특별시 용산구 서빙고로51길 64, 101 상가동 1층 107호 (서빙고동, 그린파크아파트)",(주)코리아세븐 용산서빙고점,02 7925388,편의점,편의점,0.8545905014528266
1,영업/정상,서울특별시 용산구 한남동 657-45 (1층) ,"서울특별시 용산구 대사관로19길 7 (한남동,(1층))",세븐일레븐(한남3호점),,패스트푸드,패스트푸드,0.9668122968023193
3,폐업,서울특별시 용산구 이촌동 193-4번지 (1층) ,,세븐일레븐(서부이촌동),,패스트푸드,패스트푸드,3.155880366524761
3,폐업,서울특별시 용산구 한남동 699-14번지 (1층) ,,세븐일레븐(한남2호점),,패스트푸드,패스트푸드,1.231991712620585
3,폐업,서울특별시 용산구 한남동 634-1번지 (1층) ,,씨앤비 샌드위치,,커피숍,커피숍,1.1636813559838324
3,폐업,서울특별시 용산구 이태원동 57-11번지 ,,쿠벅,02 7906794,커피숍,커피숍,0.504664726938976
3,폐업,서울특별시 용산구 남영동 24-8번지 (지상1층) ,,인앤드아웃(In and out),,패스트푸드,패스트푸드,2.3851419101009665
3,폐업,"서울특별시 용산구 동자동 14-93번지 (101, 102) ",,세븐일레븐(서울역2호점),,편의점,편의점,
3,폐업,서울특별시 용산구 한강로2가 331-1번지 (지상1층) ,,샤베르,,커피숍,커피숍,
3,폐업,서울특별시 용산구 한남동 258번지 (지상1층) ,,아파시아나또(한남점),,커피숍,커피숍,1.3821616129792635
3,폐업,서울특별시 용산구 청파동2가 55-5 ,서울특별시 용산구 청파로47길 84 (청파동2가),효이다방,,커피숍,커피숍,2.9287482266779348
3,폐업,서울특별시 용산구 한강로3가 40-1번지 (용산역내) ,"서울특별시 용산구 청파로 56-20 (한강로3가,(용산역내))",2.3홈레일맘스낵(코레일유통),,패스트푸드,패스트푸드,3.203350053136751
3,폐업,서울특별시 용산구 이촌동 301-160번지 ,"서울특별시 용산구 이촌로 303, 11동 1층 102,호103호 (이촌동)",커피빈코리아 동부이촌점,,커피숍,커피숍,1.7334035202754192
3,폐업,"서울특별시 용산구 동자동 12번지 게이트웨이타워 201(A), 201(B) ",,탐앤탐스(서울역점),,커피숍,커피숍,3.092329655264026
3,폐업,서울특별시 용산구 청파동2가 53-12번지 외20필지 숙명여자대학교내 르네상스플라자 지하1층 ,"서울특별시 용산구 청파로47길 100 (청파동2가,외20필지 숙명여자대학교내 르네상스플라자 지하1층)",스노우 카페 (Snow Cafe),,커피숍,커피숍,3.0579470639417
3,폐업,서울특별시 용산구 동자동 43-205 서울역(철도역) ,"서울특별시 용산구 한강대로 405, 서울역(철도역) 1층 M01호 (동자동)",롯데리아 서울역광장점,0203938781,패스트푸드,패스트푸드,3.133569061508453
3,폐업,서울특별시 용산구 동자동 43-205번지 지상2층 215호 ,"서울특별시 용산구 청파로 378 (동자동, 지상2층 215호)",케이에프씨서울역매장,02 3123432,패스트푸드,패스트푸드,3.133569061508453
3,폐업,서울특별시 용산구 동자동 43-205번지 (213호) ,,(주)파리크라상 파스쿠찌 서울역2호점,02 3622978,커피숍,커피숍,3.133569061508453
3,폐업,서울특별시 용산구 이촌동 300-301번지 삼익아파트상가 1층 101호 ,,매키스(동부이촌점),,커피숍,커피숍,2.0412019173569615
3,폐업,서울특별시 용산구 한남동 732-20번지 (지상2층) ,,이태원랜드(COFFEE SHOP),02 7495115,커피숍,커피숍,0.5192880787764454
3,폐업,서울특별시 용산구 이태원동 557번지 (지상1층) ,,그림커피(Art Cafe for your memories),02 5342375,커피숍,커피숍,0.9443953393006427
3,폐업,서울특별시 용산구 효창동 70-3번지 (지상1층) ,,큐베리 효창공원점,02 7186561,커피숍,커피숍,2.9403103461886193
3,폐업,서울특별시 용산구 한남동 745-9번지 (지상1층) ,,디드릭로스터스커피 한남동점,,커피숍,커피숍,0.7870134876436068
3,폐업,서울특별시 용산구 용문동 38-15번지 (지상1층) ,,샌드앤푸드,02 7188089,패스트푸드,패스트푸드,3.128119931664116
3,폐업,서울특별시 용산구 청파동2가 71-88번지 (지상1층) ,,레드모노(Red mono),,패스트푸드,패스트푸드,2.796533600124207
1,영업/정상,서울특별시 용산구 청파동2가 64-13번지 청파3가 115-12 (지상1층) ,"서울특별시 용산구 청파로47길 71 (청파동2가,청파3가 115-12 (지상1층))",본솔카페,,커피숍,커피숍,2.867091587864688
3,폐업,서울특별시 용산구 이촌동 300-23번지 한강맨숀아파트 31동 107호 ,,오드워터,02 7926288,커피숍,커피숍,2.0492247925848854
3,폐업,서울특별시 용산구 한강로2가 192번지 (지상1층) ,,메이슨카브(MASON CARVE),,커피숍,커피숍,
3,폐업,서울특별시 용산구 이촌동 301-160번지 현대맨션 103호 ,,오스트라리안,02 7944700,패스트푸드,패스트푸드,1.7334035202754192
3,폐업,서울특별시 용산구 이촌동 300-301번지 (지하1층) ,,에그타르트,,패스트푸드,패스트푸드,2.0412019173569615
3,폐업,"서울특별시 용산구 동자동 43-198번지 (1,2층) ",,뉴질랜드 내츄럴 아이스크림,,패스트푸드,패스트푸드,3.2442917191589293
3,폐업,"서울특별시 용산구 이태원동 127-6번지 ,29 ","서울특별시 용산구 이태원로 188 (이태원동,,29)",스타벅스 이태원점,0230151900,커피숍,커피숍,0.4380173215802743
3,폐업,서울특별시 용산구 용문동 27-14번지 지상1층 ,,시장피자,02 7162166,패스트푸드,패스트푸드,3.033833799550648
3,폐업,서울특별시 용산구 청파동2가 90-11번지 (지상1층) ,,욜,,패스트푸드,패스트푸드,2.644557082536136
3,폐업,서울특별시 용산구 이태원동 225-94번지 (지상1층) ,,이삭토스트,0237853140,패스트푸드,패스트푸드,1.061090264834801
3,폐업,서울특별시 용산구 산천동 202번지 외2필지(104호) ,,레드망고(원효산천점),,패스트푸드,패스트푸드,3.8182524642461537
3,폐업,서울특별시 용산구 한남동 657-58번지 (본관1층) ,,로즈버드 순천향대학교병원,02 7965991,커피숍,커피숍,1.0177882883451974
1,영업/정상,서울특별시 용산구 이태원동 99-4번지 ,서울특별시 용산구 보광로 106 (이태원동),토넷트커피숍,,커피숍,커피숍,0.22826965043332562
1,영업/정상,서울특별시 용산구 한강로3가 16-9번지 전자랜드 6층 비14호 ,"서울특별시 용산구 청파로 74, 비14호 (한강로3가, 전자랜드 6층)",자모크,0221205615,커피숍,커피숍,2.9874917911482917
3,폐업,서울특별시 용산구 한강로3가 40-999번지 용산민자역사 식음판매시설 6층 605호 ,,미니스톱 용산 시네마점,02  20120635,편의점,편의점,2.5883787656747947
3,폐업,서울특별시 용산구 한강로3가 40-999 이마트 지하2층 ,"서울특별시 용산구 한강대로23길 55, 지하2층 (한강로3가, 이마트)",이디야,,커피숍,커피숍,2.5883787656747947
3,폐업,서울특별시 용산구 한강로3가 40-999번지 6층 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가)",씨지브이용산11 휴게음식점(6층매점),0220123000,패스트푸드,패스트푸드,2.5883787656747947
3,폐업,서울특별시 용산구 한강로3가 40-999번지 7층 ,"서울특별시 용산구 한강대로23길 55, 7층 (한강로3가)",씨지브이용산11 휴게음식점(7층매점),0220123000,편의점,편의점,2.5883787656747947
3,폐업,서울특별시 용산구 원효로1가 39-6번지 (지상1층) ,,GS25 원효로점,02 7014523,편의점,편의점,2.42811365412303
3,폐업,서울특별시 용산구 이태원동 137-62번지 (지상1층) ,,GS25 이태원본점,02 7975008,편의점,편의점,0.4343428509752652
1,영업/정상,서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 서관 6층 10-2호 (한강로3가)",스타벅스용산아이파크몰6F점,0230151749,커피숍,커피숍,2.5883787656747947
3,폐업,서울특별시 용산구 한강로1가 253번지 (지상2층) ,,커피하우스엠,02 7498445,커피숍,커피숍,1.9474713359710178
3,폐업,서울특별시 용산구 한강로3가 40-999번지 용산민자역사 식음판매시설 3층 P306호 ,,미니스톱 용산역사점,,편의점,편의점,2.5883787656747947
3,폐업,서울특별시 용산구 한강로3가 40-999 408호 ,"서울특별시 용산구 한강대로23길 55, 408호 (한강로3가)",롯데리아 용산역사점,0220120430,패스트푸드,패스트푸드,2.5883787656747947
3,폐업,서울특별시 용산구 이촌동 301-10번지 로얄상가 105호 ,,스위트밀 동부이촌점,,커피숍,커피숍,2.0364117928395054
1,영업/정상,서울특별시 용산구 한남동 737-37 (1층편의점내) ,"서울특별시 용산구 이태원로 211 (한남동,(1층편의점내))",세븐일레븐 관광특구점,02 7908168,편의점,편의점,0.5960372487935228
3,폐업,서울특별시 용산구 한강로3가 40-999번지 용산민자역사 4-409호 ,,젬마,,커피숍,커피숍,2.5883787656747947
3,폐업,서울특별시 용산구 한강로3가 40-999번지 스페이스9 408호 ,,피자몰,0220120412,패스트푸드,패스트푸드,2.5883787656747947
1,영업/정상,"서울특별시 용산구 한강로3가 40-999번지 용산역 스페이스9, 6층 607호 ","서울특별시 용산구 한강대로23길 55, 6층 607호 (한강로3가, 용산역 스페이스9)",스태프핫도그 스페이스9점,0220120624,패스트푸드,패스트푸드,2.5883787656747947
3,폐업,서울특별시 용산구 한강로2가 331-7번지 (지상1층) ,,귀일만두,02 7946025,커피숍,커피숍,
3,폐업,"서울특별시 용산구 갈월동 101-49 벽산에이트리움(104호,105호) ","서울특별시 용산구 한강대로 259, 지상1층 104,105호 (갈월동)",디초콜릿커피남영점,02 7938516,커피숍,커피숍,2.220644020314297
3,폐업,서울특별시 용산구 원효로2가 85-3번지 외1필지(지상1층) ,,석봉토스트,02 7015425,패스트푸드,패스트푸드,2.8233497083392756
3,폐업,서울특별시 용산구 이촌동 301-152번지 대영상가 107호(지상1층) ,,캔모아동부이촌점,02 7975955,커피숍,커피숍,1.9732491491632238
1,영업/정상,서울특별시 용산구 한강로2가 2-36번지 현대하이엘 106호(지상1층) ,"서울특별시 용산구 새창로 213-12 (한강로2가,현대하이엘 106호(지상1층))",지에스25 용산하이엘점,,패스트푸드,패스트푸드,2.243630546952532
3,폐업,서울특별시 용산구 한강로2가 346-1번지 외1필지 (지상1층) ,,미니스톱,0237853497,편의점,편의점,
3,폐업,서울특별시 용산구 한강로2가 351번지 (지상1층) ,,이삭토스트(용산역점),02 7984562,패스트푸드,패스트푸드,
3,폐업,서울특별시 용산구 후암동 62-1번지 (지상1층) ,,비비큐(BBQ)올리브떡뽁이용산후암점,,패스트푸드,패스트푸드,2.6274320971325045
3,폐업,서울특별시 용산구 갈월동 28-13번지 (지상1층) ,,권스피자,,패스트푸드,패스트푸드,2.427622468837322
3,폐업,서울특별시 용산구 한강로3가 40-999번지 아이파크몰 6층 640호 ,"서울특별시 용산구 한강대로23길 55, 6층 640호 (한강로3가, 아이파크몰)",롯데리아(용산아이파크몰점),0220120671,패스트푸드,패스트푸드,2.5883787656747947
3,폐업,서울특별시 용산구 용산동6가 168-6번지 (별관A동 1층) ,,훼미리마트국립중앙박물관점,0220779725,편의점,편의점,1.2951868658000116
3,폐업,서울특별시 용산구 한강로3가 40-93번지 (2층2호) ,,프란조피자,02 7943222,패스트푸드,패스트푸드,3.096329042721378
